train_loss,valid_loss,train_acc,valid_acc
0.2754480722742074,0.19133547001076695,0.8856256754851746,0.9255778988911859
0.1176465716874671,0.19497940446153947,0.9566749682815657,0.9289607216688592
0.051764081312526265,0.2774102526693933,0.9822846670739157,0.9174967111445217
0.031561480859781145,0.2675597852711378,0.9893801982989521,0.9174967111445217
0.0214983328239058,0.28526865052720074,0.9935153423241389,0.9302762638601767
